,Unnamed: 0,ID,x,y,time,NMEA_lat,latDir,NMEA_lon,lonDir,fix,nSat,hError,altitude,unit,height (datum),unit.1,dgpsAge,checksum,note,typename,sub category,ID.1,energifyn,fjernvarme,geodanmark,kortopslag,samaqua
81,253,267,590698.9157,6136820.133,132248.4,5522.158008,N,1025.865644,E,4,8,,21.392,M,39.415,M,1.4,0024*75,,Downspout Grille,,267,-,-,-,-,-
82,256,270,590712.8207,6136837.393,132405.45,5522.167157,N,1025.879139,E,4,9,,21.992,M,39.415,M,1.5,0024*7E,,Downspout Grille,,270,-,-,1210521228,-,-
83,258,272,590732.1327,6136839.305,132442.75,5522.167974,N,1025.897453,E,4,7,,21.596,M,39.415,M,1.8,0024*76,,Downspout Grille,,272,-,-,-,-,-
84,260,274,590751.7621,6136841.167,132521.25,5522.16876,N,1025.916066,E,4,7,,21.55,M,39.415,M,1.3,0024*7E,,Downspout Grille,,274,-,-,-,-,-
85,262,276,590771.0625,6136842.998,132600.15,5522.169533,N,1025.934368,E,4,6,,21.5,M,39.415,M,1.1,0024*7D,,Downspout Grille,,276,-,-,-,-,-
86,266,280,590772.6647,6136823.146,132738.85,5522.158815,N,1025.935497,E,4,7,,22.019,M,39.415,M,1.9,0024*72,,Downspout Grille,,280,-,-,1202730952,-,-
87,268,282,590753.1619,6136821.166,132823.45,5522.157964,N,1025.917002,E,4,8,,21.759,M,39.415,M,1.5,0024*7A,,Downspout Grille,,282,-,-,1202730953,-,-
88,270,284,590733.9199,6136819.388,132903.85,5522.157219,N,1025.898757,E,4,9,,21.788,M,39.415,M,0.9,0024*71,,Downspout Grille,,284,-,-,1202730954,-,-
89,272,286,590714.5871,6136817.623,132946.55,5522.156482,N,1025.880426,E,4,7,,21.751,M,39.415,M,1.5,0024*70,,Downspout Grille,,286,-,-,1210521229,-,-
90,0,0,590802.4094,6136656.959,101532.8,5522.068913,N,1025.960411,E,4,10,,23.235,M,39.413,M,1.8,0008*7A,,Light Fixture,,0,-,-,1103669411,-,-
91,1,1,590780.4087,6136655.058,101617.85,5522.068133,N,1025.939553,E,4,7,,23.544,M,39.413,M,1.9,0008*76,,Light Fixture,,1,-,-,-,-,-
92,8,10,590758.2817,6136657.852,102046.2,5522.069884,N,1025.918668,E,4,9,,26.397,M,39.413,M,1.2,0008*7D,,Light Fixture,,10,-,-,1103669248,-,-
93,13,15,590757.2413,6136671.29,102209.95,5522.077138,N,1025.917945,E,4,11,,22.878,M,39.413,M,0.9,0008*70,,Light Fixture,,15,-,-,1103668986,-,-
94,24,26,590783.0888,6136672.062,102545.55,5522.077268,N,1025.942421,E,4,7,,22.916,M,39.413,M,1.5,0008*74,,Light Fixture,,26,-,-,1034152928,-,-
95,32,35,590744.0286,6136662.526,102836.25,5522.072561,N,1025.905271,E,4,10,,23.015,M,39.413,M,1.3,0008*70,,Light Fixture,,35,-,-,1103669265,-,-
96,41,44,590732.279,6136670.481,103149.35,5522.076979,N,1025.894306,E,4,8,,23.239,M,39.413,M,1.4,0008*71,,Light Fixture,,44,-,-,1034152930,-,-
97,45,48,590720.9219,6136652.468,103312.15,5522.067396,N,1025.883208,E,4,11,,23.213,M,39.413,M,1.1,0008*78,,Light Fixture,,48,-,-,1103668991,-,-
98,64,67,590697.9814,6136653.848,104332.85,5522.068394,N,1025.861525,E,4,11,,23.098,M,39.413,M,0.9,0008*7A,,Light Fixture,,67,-,-,1103669300,-,-
99,67,70,590685.913,6136652.113,104422.75,5522.067593,N,1025.850071,E,4,10,,22.125,M,39.413,M,0.8,0008*77,,Light Fixture,,70,-,-,1103669380,-,-
100,72,75,590681.2237,6136665.168,104542.5,5522.074681,N,1025.845887,E,4,9,,23.754,M,39.413,M,1.5,0008*76,,Light Fixture,,75,-,-,-,-,-
101,73,76,590682.3549,6136665.627,104551.75,5522.074916,N,1025.846966,E,4,9,,23.866,M,39.413,M,1.8,0008*7F,,Light Fixture,,76,-,-,-,-,-
102,74,77,590694.0107,6136666.796,104615.55,5522.075417,N,1025.858019,E,4,11,,23.64,M,39.413,M,1.5,0008*73,,Light Fixture,,77,-,-,-,-,-
103,77,81,590680.0192,6136685.799,104728.9,5522.085814,N,1025.845148,E,4,10,,23.652,M,39.413,M,0.9,0008*72,,Light Fixture,,81,-,-,-,-,-
104,78,82,590692.0472,6136686.933,104751.15,5522.086292,N,1025.856553,E,4,9,,23.875,M,39.413,M,1.1,0008*72,,Light Fixture,,82,-,-,-,-,-
105,81,85,590667.6587,6136685.514,104914.05,5522.085797,N,1025.833445,E,4,7,,26.933,M,39.413,M,1,0008*7A,,Light Fixture,,85,-,-,1034153008,-,-
106,82,86,590668.4292,6136670.136,105033.6,5522.0775,N,1025.833875,E,4,6,,23.923,M,39.413,M,1.6,0008*77,,Light Fixture,,86,-,-,1034153007,-,-
107,83,87,590664.0981,6136663.387,105055.95,5522.073911,N,1025.829645,E,4,8,,23.778,M,39.413,M,0.9,0008*7C,,Light Fixture,,87,-,-,-,-,-
108,97,101,590670.965,6136726.304,105559.65,5522.107746,N,1025.837367,E,4,11,,23.333,M,39.413,M,1.6,0008*71,,Light Fixture,,101,-,-,1034152988,-,-
109,104,108,590694.1468,6136697.373,105835.3,5522.091896,N,1025.858743,E,4,11,,23.211,M,39.413,M,1.3,0008*79,,Light Fixture,,108,-,-,1103669242,-,-
110,105,109,590671.0475,6136695.106,105923.15,5522.09093,N,1025.836839,E,4,8,,23.755,M,39.413,M,1.1,0008*7E,,Light Fixture,,109,-,-,-,-,-
111,106,111,590665.1929,6136703.938,110003.1,5522.095755,N,1025.83147,E,4,7,,23.586,M,39.413,M,1.1,0008*78,,Light Fixture,,111,-,-,-,-,-
112,115,120,590662.9143,6136731.493,110509.4,5522.110632,N,1025.829849,E,4,10,,22.988,M,39.413,M,1.4,0008*7D,,Light Fixture,,120,40024,-,1034152954,-,-
113,116,121,590653.7467,6136724.355,110528,5522.106886,N,1025.821035,E,4,7,,23.538,M,39.413,M,1,0008*70,,Light Fixture,,121,40023,-,-,-,-
114,118,123,590643.0604,6136722.292,110656.7,5522.105892,N,1025.810882,E,5,5,,29.655,M,39.413,M,1.7,0008*40,,Light Fixture,,123,-,-,-,-,-
115,122,127,590624.99,6136735.192,110907.6,5522.113046,N,1025.794031,E,5,6,,24.059,M,39.413,M,1.6,0008*73,,Light Fixture,,127,-,-,1034152974,-,-
116,125,130,590648.876,6136746.063,111102.25,5522.118641,N,1025.816847,E,5,6,,23.259,M,39.413,M,1.3,0008*73,,Light Fixture,Placed on building,130,40021,-,1034152975,-,-
117,127,132,590658.181,6136747.033,111213.85,5522.11906,N,1025.825672,E,4,9,,23.067,M,39.413,M,1.9,0008*70,,Light Fixture,Placed on building,132,-,-,-,-,-
118,131,137,590660.9939,6136772.188,111604.75,5522.132587,N,1025.828823,E,4,9,,24.423,M,39.413,M,1.8,0008*73,,Light Fixture,,137,40037,-,1034152955,-,-
119,132,138,590658.2496,6136796.273,111636.2,5522.145599,N,1025.826695,E,4,7,,24.784,M,39.413,M,1.2,0008*7E,,Light Fixture,,138,40036,-,1034152956,-,-
120,136,142,590684.9704,6136789.562,112102.35,5522.141686,N,1025.851852,E,4,8,,29.316,M,39.413,M,1.4,0008*76,,Light Fixture,,142,-,-,-,-,-
121,137,143,590692.1205,6136821.834,112152.85,5522.159001,N,1025.859246,E,4,10,,23.273,M,39.413,M,1.9,0008*7F,,Light Fixture,,143,-,-,1210520555,-,-
122,138,144,590694.5282,6136797.106,112222.05,5522.145646,N,1025.861044,E,4,5,,23.332,M,39.413,M,3,0008*75,,Light Fixture,,144,-,-,1210520554,-,-
123,139,145,590697.1481,6136772.115,112259.05,5522.132147,N,1025.863037,E,4,9,,23.193,M,39.413,M,2,0008*70,,Light Fixture,,145,-,-,1210520553,-,-
124,140,146,590699.172,6136749.591,112326.7,5522.119985,N,1025.864514,E,4,11,,23.281,M,39.413,M,1.7,0008*72,,Light Fixture,,146,-,-,1210520552,-,-
125,142,148,590691.9084,6136745.878,112414.15,5522.118064,N,1025.857568,E,4,7,,23.387,M,39.413,M,1.1,0008*74,,Light Fixture,,148,-,-,1034152952,-,-
126,156,162,590794.2904,6136695.09,123916.75,5522.089555,N,1025.95347,E,4,11,,22.96,M,39.415,M,1.8,0024*7E,,Light Fixture,,162,-,-,1034152926,-,-
127,159,165,590775.2385,6136693.23,124008.65,5522.088764,N,1025.935404,E,4,12,,22.877,M,39.415,M,0.6,0024*7B,,Light Fixture,,165,-,-,1034152925,-,-
128,164,172,590756.2123,6136691.574,124243.65,5522.088083,N,1025.917366,E,4,11,,22.797,M,39.415,M,1.6,0024*7C,,Light Fixture,,172,-,-,1034152924,-,-
129,167,175,590737.1153,6136689.593,124346.75,5522.087226,N,1025.899255,E,4,10,,22.796,M,39.415,M,0.8,0024*76,,Light Fixture,,175,-,-,1034152923,-,-
130,173,183,590718.0657,6136687.775,124611.1,5522.086458,N,1025.881192,E,4,7,,22.862,M,39.415,M,1.1,0024*74,,Light Fixture,,183,-,-,1034152922,-,-
131,176,186,590716.0642,6136705.656,124853.25,5522.096117,N,1025.879646,E,4,11,,23.043,M,39.415,M,1.3,0024*73,,Light Fixture,,186,-,-,1034152921,-,-
132,179,189,590735.1658,6136707.627,125013.45,5522.096968,N,1025.897761,E,4,9,,22.925,M,39.415,M,1.5,0024*7F,,Light Fixture,,189,-,-,1034152920,-,-
133,184,194,590754.2524,6136709.43,125139.65,5522.097728,N,1025.915859,E,4,11,,22.846,M,39.415,M,1.6,0024*71,,Light Fixture,,194,-,-,1034152919,-,-
134,190,200,590773.3177,6136711.187,125300,5522.098464,N,1025.933936,E,4,9,,22.837,M,39.415,M,2,0024*7F,,Light Fixture,,200,-,-,1034152918,-,-
135,193,203,590792.4826,6136713.064,125407.65,5522.099263,N,1025.952109,E,4,9,,22.895,M,39.415,M,1.6,0024*78,,Light Fixture,,203,-,-,1034152917,-,-
136,199,209,590714.2416,6136723.78,125716.65,5522.105906,N,1025.878274,E,4,8,,22.909,M,39.415,M,1.6,0024*76,,Light Fixture,,209,-,-,1034152912,-,-
137,203,213,590733.4204,6136725.508,125811.35,5522.106625,N,1025.896457,E,4,9,,22.92,M,39.415,M,1.4,0024*75,,Light Fixture,,213,-,-,1034152913,-,-
138,208,218,590752.5284,6136727.283,125914.85,5522.10737,N,1025.914575,E,4,8,,22.729,M,39.415,M,1.9,0024*7C,,Light Fixture,,218,-,-,1034152914,-,-
139,214,224,590771.6533,6136729.096,130055.05,5522.108135,N,1025.932709,E,4,10,,22.978,M,39.415,M,1,0024*74,,Light Fixture,,224,-,-,1034152915,-,-
140,219,230,590790.7998,6136730.943,130202.8,5522.108918,N,1025.950865,E,4,9,,22.917,M,39.415,M,0.8,0024*76,,Light Fixture,,230,-,-,1034152916,-,-
141,220,232,590779.7457,6136754.399,130319.55,5522.121683,N,1025.94086,E,4,10,,22.776,M,39.415,M,1.5,0024*78,,Light Fixture,,232,-,-,1034152911,-,-
142,221,233,590750.461,6136751.627,130358.85,5522.120514,N,1025.913092,E,4,12,,22.879,M,39.415,M,0.9,0024*73,,Light Fixture,,233,-,-,1034152910,-,-
143,227,239,590720.95,6136748.916,130700.75,5522.11938,N,1025.885111,E,4,10,,22.881,M,39.415,M,0.8,0024*74,,Light Fixture,,239,-,-,1034152909,-,-
144,234,246,590710.5403,6136763.068,130943.95,5522.127123,N,1025.875535,E,4,7,,22.934,M,39.415,M,2,0024*7B,,Light Fixture,,246,-,-,1034152908,-,-
145,235,247,590742.7301,6136773.417,131035.7,5522.132344,N,1025.9062,E,4,11,,23.445,M,39.415,M,1.7,0024*73,,Light Fixture,,247,-,-,1113474640,-,-
146,236,248,590753.2443,6136774.346,131052.6,5522.132728,N,1025.916168,E,4,9,,23.417,M,39.415,M,1.6,0024*7F,,Light Fixture,,248,-,-,1113474623,-,-
147,237,250,590785.2259,6136788.273,131159,5522.13988,N,1025.946706,E,4,10,,23.083,M,39.415,M,1,0024*70,,Light Fixture,,250,-,-,1034152977,-,-
148,241,254,590786.9618,6136770.617,131550.4,5522.130344,N,1025.948005,E,4,8,,22.975,M,39.415,M,1.4,0024*7B,,Light Fixture,,254,-,-,1034152976,-,-
149,242,255,590783.612,6136806.192,131653.95,5522.149556,N,1025.945528,E,4,9,,23.025,M,39.415,M,2,0024*75,,Light Fixture,,255,-,-,1034152905,-,-
150,243,256,590751.7561,6136790.107,131738.35,5522.14124,N,1025.915067,E,4,10,,23.476,M,39.415,M,1.4,0024*77,,Light Fixture,,256,-,-,1113474817,-,-
151,244,257,590741.1065,6136789.106,131759.5,5522.140818,N,1025.904969,E,4,8,,23.393,M,39.415,M,1.5,0024*7A,,Light Fixture,,257,-,-,1113474651,-,-
152,245,258,590709.0267,6136780.965,131839.1,5522.136786,N,1025.874451,E,4,9,,23.705,M,39.415,M,1.1,0024*75,,Light Fixture,,258,-,-,1034152907,-,-
153,255,269,590703.4487,6136836.388,132344.45,5522.16672,N,1025.87025,E,4,9,,23.031,M,39.415,M,1.5,0024*7D,,Light Fixture,,269,-,-,1034152898,-,-
154,257,271,590722.4858,6136838.354,132419.65,5522.167568,N,1025.888305,E,4,9,,23.181,M,39.415,M,1.6,0024*72,,Light Fixture,,271,-,-,1034152897,-,-
155,259,273,590741.7333,6136840.198,132502.7,5522.168349,N,1025.906556,E,4,10,,22.994,M,39.415,M,1.7,0024*74,,Light Fixture,,273,-,-,-,-,-
156,261,275,590760.7541,6136841.964,132539.2,5522.16909,N,1025.924592,E,4,9,,23.053,M,39.415,M,1.2,0024*73,,Light Fixture,,275,-,-,1034152899,-,-
157,263,277,590779.8001,6136843.831,132617.15,5522.169885,N,1025.942653,E,4,8,,23.028,M,39.415,M,1.1,0024*7B,,Light Fixture,,277,-,-,1034152896,-,-
158,264,278,590781.7473,6136824.222,132648.3,5522.159294,N,1025.944114,E,4,7,,23.105,M,39.415,M,1.3,0024*78,,Light Fixture,,278,-,-,1034152901,-,-
159,267,281,590762.6069,6136822.132,132802.4,5522.15838,N,1025.925959,E,4,7,,23.291,M,39.415,M,1.4,0024*72,,Light Fixture,,281,-,-,1034152900,-,-
160,269,283,590743.7865,6136820.358,132841.55,5522.157633,N,1025.908113,E,4,11,,23.118,M,39.415,M,1.5,0024*7B,,Light Fixture,,283,-,-,-,-,-
161,271,285,590724.6762,6136818.562,132926.35,5522.156876,N,1025.889993,E,4,9,,23.22,M,39.415,M,1.4,0024*7C,,Light Fixture,,285,-,-,1034152902,-,-
162,273,287,590705.6261,6136816.823,133021.5,5522.15615,N,1025.87193,E,4,9,,22.893,M,39.415,M,1.5,0024*75,,Light Fixture,,287,-,-,1034152903,-,-
163,274,288,590707.106,6136798.963,133046.45,5522.146508,N,1025.872983,E,4,7,,23.011,M,39.415,M,1.5,0024*77,,Light Fixture,,288,-,-,1034152906,-,-
164,3,4,590766.6229,6136656.923,101828.9,5522.069291,N,1025.926544,E,4,8,,21.5,M,39.413,M,0.9,0008*71,,Manhole Cover,Small Manhole Cover,4,-,-,-,-,-
165,4,5,590761.5688,6136651.825,101908.8,5522.066599,N,1025.921661,E,5,6,,22.389,M,39.413,M,1.8,0008*7C,,Manhole Cover,Small Manhole Cover,5,-,-,-,-,-
166,21,23,590800.3935,6136669.39,102440.65,5522.075636,N,1025.958745,E,4,11,,21.451,M,39.413,M,1.6,0008*7B,,Manhole Cover,,23,-,-,-,-,-
167,22,24,590791.9067,6136655.18,102509.15,5522.068071,N,1025.950437,E,4,6,,21.697,M,39.413,M,2.2,0008*72,,Manhole Cover,,24,-,-,-,-,-
168,25,27,590776.9927,6136667.781,102608.55,5522.075028,N,1025.936568,E,4,9,,21.823,M,39.413,M,1.5,0008*76,,Manhole Cover,,27,-,-,-,-,-
169,33,36,590742.0636,6136664.447,102858.85,5522.073618,N,1025.903448,E,4,9,,21.429,M,39.413,M,0.9,0008*7D,,Manhole Cover,,36,-,-,-,-,-
170,52,55,590720.3585,6136647.893,103714.65,5522.064936,N,1025.882586,E,4,9,,21.564,M,39.413,M,0.6,0008*76,,Manhole Cover,Small Manhole Cover,55,-,-,-,-,-
171,53,56,590721.8971,6136647.006,103725.9,5522.064441,N,1025.884025,E,4,10,,21.492,M,39.413,M,0.9,0008*79,,Manhole Cover,Small Manhole Cover,56,-,-,1103665959,-,-
172,62,65,590716.1757,6136662.117,104227.65,5522.072649,N,1025.878904,E,4,10,,21.906,M,39.413,M,1.6,0008*7A,,Manhole Cover,,65,-,-,1034152856,-,-
173,63,66,590705.5405,6136657.441,104254.75,5522.070247,N,1025.868749,E,4,10,,21.663,M,39.413,M,1.8,0008*7F,,Manhole Cover,Stone,66,-,-,-,-,-
174,103,107,590700.7994,6136699.568,105821.95,5522.093005,N,1025.865081,E,4,9,,21.439,M,39.413,M,0.9,0008*7E,,Manhole Cover,Stone,107,-,-,1103666027,-,-
175,107,112,590653.1414,6136690.679,110059.8,5522.088742,N,1025.819807,E,5,5,,23.125,M,39.413,M,1.8,0008*44,,Manhole Cover,Small Manhole Cover,112,-,-,-,-,-
176,108,113,590651.766,6136692.11,110117.7,5522.089529,N,1025.818533,E,5,9,,19.552,M,39.413,M,0.7,0008*71,,Manhole Cover,Small Manhole Cover,113,-,-,-,-,-
177,117,122,590647.9269,6136723.625,110544.8,5522.106557,N,1025.815513,E,4,6,,21.678,M,39.413,M,2.8,0008*71,,Manhole Cover,Small Square Manhole Cover,122,-,-,-,-,-
178,119,124,590629.8252,6136724.375,110709,5522.107162,N,1025.798397,E,5,5,,34.972,M,39.413,M,2,0008*73,,Manhole Cover,Small Square Manhole Cover,124,-,-,-,-,-
179,121,126,590638.5267,6136736.208,110817.45,5522.113443,N,1025.806862,E,5,11,,42.223,M,39.413,M,1.5,0008*79,,Manhole Cover,,126,-,-,1034152864,-,-
180,144,150,590678.5304,6136740.133,112512.95,5522.115116,N,1025.844796,E,4,6,,21.64,M,39.413,M,2,0008*73,,Manhole Cover,,150,-,-,1034152862,-,-
181,147,153,590715.6872,6136678.416,123456.95,5522.081439,N,1025.878759,E,4,10,,21.423,M,39.415,M,2,0024*76,,Manhole Cover,,153,-,-,-,-,-
182,152,158,590776.0733,6136684.983,123752.25,5522.08431,N,1025.936033,E,4,9,,21.574,M,39.415,M,1.3,0024*72,,Manhole Cover,,158,-,-,-,-,-
183,155,161,590799.4485,6136686.692,123859.1,5522.084972,N,1025.958188,E,4,9,,21.457,M,39.415,M,2.1,0024*76,,Manhole Cover,,161,-,-,-,-,-
184,194,204,590795.6194,6136722.535,125430.55,5522.104333,N,1025.955262,E,4,8,,21.552,M,39.415,M,1.5,0024*76,,Manhole Cover,,204,-,-,-,-,-
185,195,205,590769.184,6136720.03,125531.5,5522.103276,N,1025.930196,E,4,9,,21.474,M,39.415,M,1.5,0024*71,,Manhole Cover,,205,-,-,-,-,-
186,196,206,590741.3472,6136717.255,125604.45,5522.102089,N,1025.903798,E,4,9,,21.593,M,39.415,M,1.5,0024*7C,,Manhole Cover,,206,-,-,1034152859,-,-
187,197,207,590711.4931,6136714.165,125644.9,5522.100754,N,1025.875485,E,4,10,,21.396,M,39.415,M,0.9,0024*73,,Manhole Cover,,207,-,-,-,-,-
188,222,234,590754.5595,6136747.545,130422.8,5522.118268,N,1025.916891,E,4,12,,21.509,M,39.415,M,0.8,0024*70,,Manhole Cover,,234,-,-,1034153067,-,-
189,223,235,590738.7942,6136746.133,130455.95,5522.117682,N,1025.901944,E,4,9,,21.454,M,39.415,M,0.9,0024*7F,,Manhole Cover,,235,-,-,1034153298,-,-
190,229,241,590708.6332,6136743.271,130801.75,5522.116473,N,1025.873345,E,4,10,,21.497,M,39.415,M,1.8,0024*7B,,Manhole Cover,,241,-,-,1034152861,-,-
191,232,244,590702.8306,6136751.299,130855.1,5522.120865,N,1025.86801,E,4,7,,21.6,M,39.415,M,1.1,0024*7E,,Manhole Cover,,244,-,-,-,-,-
192,238,251,590789.4957,6136789.974,131222.95,5522.140749,N,1025.95078,E,4,8,,21.42,M,39.415,M,2,0024*7A,,Manhole Cover,,251,-,-,1034152827,-,-
193,240,253,590791.461,6136751.189,131335.75,5522.119823,N,1025.951885,E,4,10,,21.52,M,39.415,M,1.8,0024*71,,Manhole Cover,,253,-,-,1034152828,-,-
194,249,262,590705.7532,6136782.146,132047.15,5522.137458,N,1025.871376,E,4,7,,21.443,M,39.415,M,1.1,0024*78,,Manhole Cover,,262,-,-,1034153061,-,-
195,250,263,590709.3364,6136787.305,132112.45,5522.140199,N,1025.874867,E,4,9,,21.936,M,39.415,M,1.5,0024*7F,,Manhole Cover,Stone,263,-,-,-,-,-
196,254,268,590702.3114,6136818.436,132305.5,5522.157056,N,1025.868825,E,4,6,,21.434,M,39.415,M,1.5,0024*76,,Manhole Cover,,268,-,-,1034153057,-,-
197,265,279,590785.6188,6136826.458,132702.35,5522.160456,N,1025.947821,E,4,7,,21.458,M,39.415,M,1.4,0024*7D,,Manhole Cover,,279,-,-,1034152826,-,-
198,321,9,590757.4485,6136658.043,104313.75,5522.069996,N,1025.917883,E,4,11,1.2,23.928,M,39.415,M,0.8,0000*74,,new_Bench,,9,-,-,-,-,-
199,318,11,590756.8389,6136664.16,104210.65,5522.0733,N,1025.917426,E,4,10,1.2,23.957,M,39.415,M,1.6,0000*75,,new_Bench,,11,-,-,-,-,-
200,316,13,590756.2665,6136670.073,104119.75,5522.076493,N,1025.916999,E,4,13,0.9,23.913,M,39.415,M,0.8,0000*7A,,new_Bench,,13,-,-,-,-,-
201,326,33,590743.8478,6136668.817,104510.75,5522.075954,N,1025.905222,E,4,13,0.9,23.924,M,39.415,M,1.8,0000*77,,new_Bench,,33,-,-,-,-,-
202,325,34,590745.197,6136662.96,104451.45,5522.072782,N,1025.906385,E,4,11,1.2,23.935,M,39.415,M,1.5,0000*7E,,new_Bench,,34,-,-,-,-,-
203,324,38,590746.5513,6136657.101,104428.6,5522.069609,N,1025.907553,E,4,10,1.3,23.924,M,39.415,M,1.6,0000*77,,new_Bench,,38,-,-,-,-,-
204,355,62,590703.1341,6136648.386,111218.25,5522.065393,N,1025.866295,E,4,13,1,23.915,M,39.413,M,1.3,0007*72,,new_Bench,,62,-,-,-,-,-
205,393,102,590668.743,6136714.414,113240.4,5522.101362,N,1025.835033,E,4,15,0.8,24.659,M,39.413,M,1.4,0007*76,,new_Bench,,102,-,-,-,-,-
206,397,116,590661.1188,6136721.34,113554.65,5522.105179,N,1025.827953,E,4,13,0.9,24.392,M,39.413,M,1.6,0007*70,,new_Bench,,116,-,-,-,-,-
207,586,308,590649.6067,6136722.683,131757.75,5522.106031,N,1025.817084,E,4,7,2.9,24.043,M,39.413,M,1.8,0013*78,,new_Building Corner,,308,-,-,-,-,-
208,418,135,590659.9494,6136759.057,114751.45,5522.125521,N,1025.827579,E,4,6,28.5,24.068,M,39.413,M,1.5,0013*4F,,new_Chimney,,135,-,-,1095519963,-,-
209,419,136,590660.0489,6136757.579,114800.35,5522.124724,N,1025.827645,E,4,6,29.3,24.147,M,39.413,M,10.4,0013*78,,new_Chimney,,136,-,-,1095519974,-,-
210,294,22,590804.152,6136658.267,103106.25,5522.069599,N,1025.962085,E,4,12,0.9,23.349,M,39.415,M,1.3,0000*7D,,new_Downspout Grille,,22,-,-,-,-,-
211,301,25,590782.3179,6136666.546,103522.7,5522.074303,N,1025.941584,E,4,11,1,23.366,M,39.415,M,0.7,0000*7F,,new_Downspout Grille,,25,-,-,1103669907,-,-
212,306,28,590772.0176,6136665.591,103757.55,5522.073903,N,1025.931818,E,4,12,1,23.419,M,39.415,M,1.5,0000*79,,new_Downspout Grille,,28,-,-,1034152777,-,-
213,310,30,590765.9684,6136665.041,103911.85,5522.073674,N,1025.926082,E,4,12,1,23.413,M,39.415,M,0.9,0000*77,,new_Downspout Grille,,30,-,-,1103669436,-,-
214,319,31,590760.0755,6136664.469,104235.35,5522.073431,N,1025.920494,E,4,11,1.2,23.404,M,39.415,M,1.4,0000*7E,,new_Downspout Grille,,31,-,-,1103669774,-,-
215,330,37,590740.5949,6136662.703,104636.05,5522.072694,N,1025.902025,E,4,11,1.2,23.42,M,39.415,M,1,0000*7B,,new_Downspout Grille,,37,-,-,1034152774,-,-
216,342,47,590722.6661,6136660.888,105312.55,5522.071915,N,1025.885023,E,4,12,0.9,23.435,M,39.415,M,1.5,0000*7F,,new_Downspout Grille,,47,-,-,1103669749,-,-
217,335,52,590734.6879,6136662.049,105023.9,5522.072408,N,1025.896422,E,4,11,1.2,23.386,M,39.415,M,1.9,0000*79,,new_Downspout Grille,,52,-,-,1103670043,-,-
218,336,53,590728.6673,6136661.275,105055.65,5522.072057,N,1025.890709,E,4,10,1.2,23.397,M,39.415,M,1.6,0000*77,,new_Downspout Grille,,53,-,-,1034152772,-,-
219,337,53,590728.6674,6136661.459,105107.1,5522.072156,N,1025.890713,E,4,11,1.2,23.424,M,39.415,M,1.1,0000*73,,new_Downspout Grille,,53,-,-,-,-,-
220,350,54,590715.2722,6136649.444,110952.45,5522.065829,N,1025.877803,E,4,15,0.8,23.531,M,39.413,M,1.5,0007*72,,new_Downspout Grille,,54,-,-,1103665914,-,-
221,411,128,590646.4833,6136732.546,114303.3,5522.111381,N,1025.81432,E,4,9,1.9,23.556,M,39.413,M,3.3,0007*7B,,new_Downspout Grille,,128,-,-,-,-,-
222,412,129,590654.7221,6136733.473,114448.8,5522.11179,N,1025.822135,E,4,12,0.9,23.477,M,39.413,M,1.8,0013*75,,new_Downspout Grille,,129,-,-,-,-,-
223,413,131,590654.1068,6136741.977,114511.15,5522.11638,N,1025.821718,E,4,10,1.6,23.442,M,39.413,M,1.1,0013*7D,,new_Downspout Grille,,131,-,-,-,-,-
