,Unnamed: 0,ID,x,y,time,NMEA_lat,latDir,NMEA_lon,lonDir,fix,nSat,hError,altitude,unit,height (datum),unit.1,dgpsAge,checksum,note,typename,sub category,ID.1,energifyn,fjernvarme,geodanmark,kortopslag,samaqua
33,145,151,590705.291,6136738.324,112549.45,5522.113844,N,1025.870086,E,4,9,,21.431,M,39.413,M,1.5,0008*71,,Downspout Grille,Round Downspout Grille,151,-,-,1034152748,-,-
34,146,152,590713.9373,6136673.267,123431.2,5522.078684,N,1025.877003,E,4,11,,21.352,M,39.415,M,1.2,0024*73,,Downspout Grille,,152,-,-,1103669990,-,-
35,148,154,590727.6075,6136674.613,123526.8,5522.079258,N,1025.889966,E,4,11,,21.338,M,39.415,M,0.8,0024*76,,Downspout Grille,,154,-,-,1034152773,-,-
36,149,155,590740.6035,6136675.88,123601.85,5522.079797,N,1025.902289,E,4,12,,21.338,M,39.415,M,1.9,0024*7B,,Downspout Grille,,155,-,-,1034152775,-,-
37,150,156,590759.318,6136677.654,123710.65,5522.080545,N,1025.920034,E,4,6,,21.339,M,39.415,M,1.6,0024*71,,Downspout Grille,,156,-,-,1034152776,-,-
38,151,157,590774.0884,6136679.177,123733.55,5522.081202,N,1025.934042,E,4,7,,21.363,M,39.415,M,1.5,0024*77,,Downspout Grille,,157,-,-,1034152778,-,-
39,153,159,590790.5096,6136680.772,123822.15,5522.08188,N,1025.949613,E,4,10,,21.444,M,39.415,M,1.1,0024*7A,,Downspout Grille,,159,-,-,1034152780,-,-
40,154,160,590802.6467,6136679.81,123844.2,5522.081227,N,1025.96108,E,4,9,,21.801,M,39.415,M,1.2,0024*76,,Downspout Grille,Round Downspout Grille,160,-,-,-,-,-
41,157,163,590789.6432,6136693.606,123930.25,5522.088807,N,1025.949043,E,4,12,,22.18,M,39.415,M,1.3,0024*79,,Downspout Grille,,163,-,-,1034152765,-,-
42,158,164,590789.4173,6136695.865,123940.5,5522.090027,N,1025.948873,E,4,11,,22.375,M,39.415,M,1.5,0024*71,,Downspout Grille,,164,-,-,1034152764,-,-
43,160,166,590772.804,6136692.118,124029.6,5522.088192,N,1025.933078,E,4,5,,21.597,M,39.415,M,1.6,0024*4F,,Downspout Grille,,166,-,-,1034152767,-,-
44,161,167,590772.7328,6136694.252,124121.75,5522.089343,N,1025.933052,E,4,10,,21.39,M,39.415,M,1.8,0024*72,,Downspout Grille,,167,-,-,1034152766,-,-
45,162,169,590757.2931,6136690.532,124205,5522.087509,N,1025.918369,E,4,11,,22.275,M,39.415,M,1,0024*79,,Downspout Grille,,169,-,-,1034152768,-,-
46,163,171,590757.2695,6136692.788,124235.8,5522.088725,N,1025.91839,E,4,11,,22.283,M,39.415,M,0.8,0024*7C,,Downspout Grille,,171,-,-,-,-,-
47,165,173,590740.0535,6136691.095,124330.05,5522.088003,N,1025.902065,E,4,8,,22.134,M,39.415,M,3,0024*75,,Downspout Grille,,173,-,-,-,-,-
48,168,176,590740.6956,6136688.915,124411.75,5522.086821,N,1025.90263,E,4,12,,21.461,M,39.415,M,1.8,0024*70,,Downspout Grille,,176,-,-,1034152769,-,-
49,171,181,590722.6454,6136687.116,124544.65,5522.086052,N,1025.885513,E,4,9,,22.31,M,39.415,M,1.6,0024*7F,,Downspout Grille,,181,-,-,1034152770,-,-
50,172,182,590722.4992,6136689.388,124552.95,5522.087278,N,1025.885419,E,4,7,,22.579,M,39.415,M,0.9,0024*71,,Downspout Grille,,182,-,-,1034152771,-,-
51,174,184,590712.0139,6136692.718,124638,5522.089189,N,1025.875561,E,4,10,,21.429,M,39.415,M,1,0024*75,,Downspout Grille,,184,-,-,1103669971,-,-
52,177,187,590720.8185,6136707.299,124936.75,5522.09695,N,1025.884177,E,4,11,,22.384,M,39.415,M,1.8,0024*79,,Downspout Grille,,187,-,-,1034152752,-,-
53,178,188,590721.0992,6136705.025,124946.35,5522.095721,N,1025.884398,E,4,10,,22.252,M,39.415,M,1.4,0024*76,,Downspout Grille,,188,-,-,1034152753,-,-
54,180,190,590737.5433,6136708.894,125033.45,5522.097624,N,1025.900036,E,4,10,,22.294,M,39.415,M,1.5,0024*76,,Downspout Grille,,190,-,-,1034152754,-,-
55,181,191,590737.6874,6136706.6,125041.95,5522.096387,N,1025.900127,E,4,6,,22.197,M,39.415,M,0.9,0024*75,,Downspout Grille,,191,-,-,1034152755,-,-
56,182,192,590754.1734,6136710.525,125119.55,5522.098319,N,1025.915805,E,4,10,,22.308,M,39.415,M,1.5,0024*71,,Downspout Grille,,192,-,-,-,-,-
57,183,193,590753.6271,6136708.201,125129.65,5522.097073,N,1025.915243,E,4,8,,22.272,M,39.415,M,1.6,0024*78,,Downspout Grille,,193,-,-,-,-,-
58,188,198,590770.9027,6136712.174,125236.65,5522.099022,N,1025.931669,E,4,7,,22.33,M,39.415,M,0.6,0024*7C,,Downspout Grille,,198,-,-,1034152758,-,-
59,189,199,590771.0121,6136709.908,125245.25,5522.0978,N,1025.931729,E,4,8,,22.298,M,39.415,M,1.3,0024*78,,Downspout Grille,,199,-,-,1034152759,-,-
60,191,201,590787.5966,6136713.757,125333.5,5522.099691,N,1025.947499,E,4,8,,22.372,M,39.415,M,1.5,0024*7A,,Downspout Grille,,201,-,-,1034152761,-,-
61,192,202,590787.7756,6136711.438,125346.9,5522.098439,N,1025.947623,E,4,7,,22.274,M,39.415,M,0.9,0024*78,,Downspout Grille,,202,-,-,1034152760,-,-
62,198,208,590709.9723,6136714.029,125655.2,5522.100698,N,1025.874044,E,4,6,,21.393,M,39.415,M,1.2,0024*7B,,Downspout Grille,,208,-,-,1103669600,-,-
63,200,210,590718.981,6136725.189,125728.75,5522.106613,N,1025.882786,E,4,7,,22.316,M,39.415,M,1.8,0024*72,,Downspout Grille,,210,-,-,1034152750,-,-
64,201,211,590719.3122,6136723.019,125736.15,5522.10544,N,1025.883057,E,4,8,,22.134,M,39.415,M,1.1,0024*77,,Downspout Grille,,211,-,-,1103669801,-,-
65,204,214,590735.1617,6136726.942,125822.7,5522.107379,N,1025.898133,E,4,9,,22.194,M,39.415,M,1.7,0024*70,,Downspout Grille,,214,-,-,-,-,-
66,206,216,590739.6477,6136724.977,125840.65,5522.10627,N,1025.90234,E,4,10,,21.946,M,39.415,M,1.6,0024*7A,,Downspout Grille,,216,-,-,1034152757,-,-
67,209,219,590753.548,6136728.539,125933.75,5522.108036,N,1025.915564,E,4,8,,22.221,M,39.415,M,1.8,0024*70,,Downspout Grille,,219,-,-,-,-,-
68,210,220,590753.8792,6136726.31,125947.45,5522.10683,N,1025.915834,E,4,10,,22.203,M,39.415,M,1.5,0024*75,,Downspout Grille,,220,-,-,1034152756,-,-
69,211,221,590768.1704,6136730.008,130014.6,5522.108665,N,1025.929431,E,4,10,,22.166,M,39.415,M,1.6,0024*73,,Downspout Grille,,221,-,-,-,-,-
70,212,222,590768.1973,6136727.773,130026.4,5522.10746,N,1025.929413,E,4,9,,22.058,M,39.415,M,1.4,0024*7E,,Downspout Grille,,222,-,-,-,-,-
71,217,228,590785.8737,6136731.707,130141.5,5522.109384,N,1025.946218,E,4,8,,22.212,M,39.415,M,1.5,0024*7A,,Downspout Grille,,228,-,-,1034152763,-,-
72,218,229,590786.2483,6136729.551,130149.35,5522.108219,N,1025.94653,E,4,7,,22.16,M,39.415,M,1.4,0024*7E,,Downspout Grille,,229,-,-,1034152762,-,-
73,228,240,590707.9476,6136735.357,130735.55,5522.112216,N,1025.872542,E,4,9,,21.216,M,39.415,M,1.5,0024*78,,Downspout Grille,,240,-,-,1034152749,-,-
74,230,242,590704.4257,6136746.92,130819.3,5522.118487,N,1025.869434,E,4,7,,21.434,M,39.415,M,1.3,0024*77,,Downspout Grille,,242,-,-,1034152747,-,-
75,231,243,590705.575,6136750.322,130839.05,5522.120308,N,1025.870588,E,4,9,,21.816,M,39.415,M,2,0024*70,,Downspout Grille,,243,-,-,-,-,-
76,233,245,590704.4793,6136761.957,130920.25,5522.126591,N,1025.869778,E,4,9,,21.386,M,39.415,M,1.3,0024*78,,Downspout Grille,,245,-,-,-,-,-
77,239,252,590793.3217,6136779.726,131246.15,5522.135183,N,1025.954201,E,4,7,,21.303,M,39.415,M,1.1,0024*77,,Downspout Grille,Round Downspout Grille,252,-,-,-,-,-
78,246,259,590703.0502,6136776.731,131859.8,5522.13457,N,1025.868713,E,4,7,,21.246,M,39.415,M,1.8,0024*7E,,Downspout Grille,,259,-,-,-,-,-
79,251,264,590701.8774,6136790.757,132133.5,5522.142143,N,1025.867876,E,4,5,,22.272,M,39.415,M,1.5,0024*41,,Downspout Grille,,264,-,-,-,-,-
80,252,266,590700.372,6136805.328,132216.5,5522.150013,N,1025.866734,E,4,9,,21.346,M,39.415,M,1.5,0024*73,,Downspout Grille,,266,-,-,-,-,-
