ID,date,time,lat,latDir,lon,lonDir,fix,nSat,altitude,altitudeUnit,height,heightUnit,hError,checksum,typename,sub category,note,n,energifyn,fjernvarme,geodanmark,kortopslag,samaqua
144,13/11/2020,113817.75,55.40825085,N,10.37880713,E,4,12,4.217,M,39.447,M,1.8,0015*4C,Light Fixture,,,94,"7,14,15",,,,
153,13/11/2020,114343.1,55.40814363,N,10.37933338,E,5,7,3.545,M,39.447,M,1.1,0015*45,Light Fixture,,,95,"49,50",,,,
30,13/11/2020,102326.55,55.40868187,N,10.37818968,E,4,12,3.895,M,39.447,M,1.5,0015*4D,Manhole Cover,Square,,96,,,18,,6
39,13/11/2020,102806.85,55.40836188,N,10.37763602,E,4,12,3.716,M,39.447,M,1.9,0015*46,Manhole Cover,Small Manhole Cover,,97,,,,,
50,13/11/2020,103246.15,55.40782205,N,10.37760915,E,4,13,3.764,M,39.447,M,1.1,0015*4B,Manhole Cover,Medium Manhole Cover,,98,,,,,
57,13/11/2020,103758.1,55.4077768,N,10.37813337,E,5,4,5.387,M,39.447,M,1.1,0015*4E,Manhole Cover,Small Manhole Cover,,99,,,,,
61,13/11/2020,104115.45,55.40807283,N,10.37846015,E,4,13,3.705,M,39.447,M,1.5,0015*47,Manhole Cover,,,100,,,,,
84,13/11/2020,105826.45,55.40782965,N,10.37908145,E,4,10,3.992,M,39.447,M,1.5,0015*46,Manhole Cover,,,101,,,15,,1
86,13/11/2020,105925.5,55.40787227,N,10.37906963,E,4,8,3.979,M,39.447,M,1.5,0015*48,Manhole Cover,Small Manhole Cover,,102,,,,,
88,13/11/2020,110013.45,55.40787292,N,10.3791843,E,4,10,3.887,M,39.447,M,1.5,0015*4F,Manhole Cover,,,103,,,,,
89,13/11/2020,110043.05,55.40785855,N,10.37929158,E,4,8,3.977,M,39.447,M,1,0015*47,Manhole Cover,,,104,,,,,
90,13/11/2020,110106.05,55.4078924,N,10.37925382,E,4,8,3.924,M,39.447,M,1,0015*45,Manhole Cover,,,105,,,14,,
92,13/11/2020,110150.35,55.4079164,N,10.37931217,E,4,6,4.078,M,39.447,M,1.4,0015*49,Manhole Cover,Small Manhole Cover,,106,,,,,
93,13/11/2020,110234.45,55.40791058,N,10.37945057,E,4,10,4.132,M,39.447,M,1.5,0015*49,Manhole Cover,Small Manhole Cover,,107,,,,,
94,13/11/2020,110252.2,55.40790165,N,10.37946947,E,4,8,4.234,M,39.447,M,1.2,0015*4C,Manhole Cover,Square (looks different),,108,,,,,
95,13/11/2020,110312.95,55.40788513,N,10.3794764,E,4,9,4.348,M,39.447,M,2,0015*44,Manhole Cover,Small Manhole Cover,,109,,,58,,
99,13/11/2020,110706.95,55.40807225,N,10.37995038,E,4,9,3.95,M,39.447,M,2,0015*43,Manhole Cover,Small Square,,110,,,,,
101,13/11/2020,110856.95,55.40800708,N,10.37989703,E,4,7,5.053,M,39.447,M,2,0015*46,Manhole Cover,,,111,,,56,,
103,13/11/2020,111136.45,55.40804092,N,10.3800032,E,4,10,4.006,M,39.447,M,1.5,0015*43,Manhole Cover,Small Manhole Cover,,112,,,39,,
104,13/11/2020,111153.95,55.40803178,N,10.38000527,E,4,8,3.982,M,39.447,M,0.9,0015*4B,Manhole Cover,Small Manhole Cover,,113,,,37,,
105,13/11/2020,111218.15,55.40801153,N,10.38002188,E,4,6,4.187,M,39.447,M,1.1,0015*4F,Manhole Cover,Small Manhole Cover,,114,,,53,,
106,13/11/2020,111236.35,55.40797568,N,10.38005285,E,4,6,3.873,M,39.447,M,1.4,0015*48,Manhole Cover,Small Manhole Cover,,115,,,46,,
108,13/11/2020,111449,55.40814615,N,10.380146,E,4,11,3.793,M,39.447,M,1,0015*4A,Manhole Cover,"Square, half of it is always covered",,116,,,16,,
109,13/11/2020,111506.8,55.40815038,N,10.38009085,E,4,10,3.83,M,39.447,M,1.8,0015*4A,Manhole Cover,,,117,,,17,,5
117,13/11/2020,112005.7,55.40845398,N,10.37986125,E,4,13,3.746,M,39.447,M,1.7,0015*44,Manhole Cover,Small Manhole Cover,,118,,,,,
118,13/11/2020,112052.95,55.40827442,N,10.37977042,E,4,9,3.905,M,39.447,M,0.9,0015*4D,Manhole Cover,Small Manhole Cover,,119,,,,,
121,13/11/2020,112232.35,55.40856543,N,10.37969352,E,4,13,3.79,M,39.447,M,1.4,0015*40,Manhole Cover,,,120,,,,,0
126,13/11/2020,112456.05,55.40870612,N,10.37937378,E,4,9,3.914,M,39.447,M,1,0015*4C,Manhole Cover,Small Manhole Cover,,121,,,,,
127,13/11/2020,112513.1,55.40871272,N,10.37934693,E,4,9,3.961,M,39.447,M,1.1,0015*46,Manhole Cover,Small Manhole Cover,,122,,,,,
128,13/11/2020,112530.15,55.40875085,N,10.379321,E,4,9,3.981,M,39.447,M,1.1,0015*4B,Manhole Cover,Small Manhole Cover,,123,,,,,
