ObjectID;OriginName;CoordOriginCode;AverageErrorCoord;Remark
30383;TV fra ISS Kloak og Indus;6;NULL;NULL
175346;vcs-cgm-191126_001;5;40;
184;LE34-2013-10-09;5;20;NULL
102076;vcs-cgm_020;5;40;
15172;TV fra ISS Kloak-& Indust;6;NULL;NULL
167340;vcs-cgm-190927;5;40;
33171;TV fra ISS Kloak-& Indust;6;NULL;NULL
170543;vcs-cgm-191023;5;40;
124512;vcs-cgm-180821_001;5;50;
63218;TV fra ISS Kloak og Indus;6;NULL;NULL
120908;vcs-cgm-180824;5;40;
10655;TV fra ISS Kloak-& Indust;6;NULL;NULL
15610;TV fra ISS Kloak-& Indust;6;NULL;NULL
23971;Brøndrapport;7;NULL;NULL
45574;TV fra ISS Kloak og Indus;6;NULL;NULL
21;ORBICON PROJEKT 2011;2;NULL;NULL
13503;TV fra SKS;6;NULL;NULL
121;LE34-2012-12-06;5;20;NULL
127;LE34-2013-01-02;5;20;NULL
51571;TV fra ISS Kloak og Indus;6;NULL;NULL
13111;TV fra ISS Kloak & Indust;6;NULL;NULL
62829;TV fra ISS Kloak og Indus;6;NULL;NULL
83633;vcs-cgm_012;5;40;NULL
26779;TV fra ISS Kloak og Indus;6;NULL;NULL
63224;TV fra ISS Kloak og Indus;6;NULL;NULL
42371;TV fra ISS Kloak og Indus;6;NULL;NULL
14731;TV fra ISS Kloak-& Indust;6;NULL;NULL
63616;TV fra ISS Kloak og Indus;6;NULL;NULL
39972;TV fra ISS Kloak og Indus;6;NULL;NULL
59205;TV fra ISS Kloak og Indus;6;NULL;NULL
45972;TV fra ISS Kloak og Indus;6;NULL;NULL
13506;TV fra ISS Kloak-& Indust;6;NULL;NULL
57190;TV fra ISS Kloak og Indus;6;NULL;NULL
58;LANDINSPEKTØRERNE HVENEGA;5;NULL;NULL
57994;TV fra ISS Kloak og Indus;6;NULL;NULL
13128;TV fra Sydjysk Kloak Indu;6;NULL;NULL
14714;TV fra ISS Kloak-& Indust;6;NULL;NULL
16374;TV fra ISS Kloak Industri;6;NULL;NULL
22374;TV fra ISS Kloak & Indust;6;NULL;NULL
28780;TV fra ISS Kloak-& Indust;6;NULL;NULL
81;HVENEGAARD A/S;5;NULL;NULL
54771;TV fra ISS Kloak og Indus;6;NULL;NULL
23184;TV fra ISS Kloak & Indust;6;NULL;NULL
156932;Geopartner (GPS)_002;5;NULL;NULL
31983;TV fra ISS Kloak-& Indust;6;NULL;NULL
59225;TV fra ISS Kloak og Indus;6;NULL;NULL
13148;TV fra ISS Kloak og Indus;6;NULL;NULL
21976;TV fra ISS Kloak & Indust;6;NULL;NULL
172541;vcs-lol-191024;5;40;
64;SKØNNET-1;1;NULL;NULL
153729;vcs-cgm-190315;5;40;
58000;TV fra ISS Kloak og Indus;6;NULL;NULL
30775;TV fra ISS Kloak og Indus;6;NULL;NULL
38;DAS5--1-0;1;NULL;NULL
135312;vcs-cgm-181026;5;40;
23178;TV fra ISS Kloak & Indust;6;NULL;NULL
101;DAS5-20040403-0-0;0;NULL;NULL
119305;Munck Forsyningsledni_001;5;NULL;NULL
9006;BR.RAP-FKSSlamson A/S;7;NULL;NULL
13085;TV fra ISS Kloak-& Indust;6;NULL;NULL
14757;TV fra ISS Kloak-& Indust;6;NULL;NULL
100476;vcs-cgm_016;5;40;
28382;TV fra ISS Kloak-& Indust;6;NULL;NULL
191768;LOL Collector Data;5;NULL;NULL
44;DAS5--3-0;3;NULL;NULL
10237;TV fra ISS Kloak-& Indust;6;NULL;NULL
108883;vcs-cgm-180312-1;5;40;NULL
19975;TV fra ISS Kloak-& Indust;6;NULL;NULL
114891;vcs-cgm-180615;5;40;
46384;TV fra ISS Kloak og Indus;6;NULL;NULL
65219;TV fra ISS Kloak og Indus;6;NULL;NULL
49573;TV fra ISS Kloak og Indus;6;NULL;NULL
14708;TV fra ISS Kloak-& Indust;6;NULL;NULL
13134;TV fra Sydjysk Kloak Indu;6;NULL;NULL
62806;TV fra ISS Kloak og Indus;6;NULL;NULL
148923;vcs-cgm-190125;5;40;
42789;TV fra ISS Kloak og Indus;6;NULL;NULL
16772;TV fra ISS Kloak Industri;6;NULL;NULL
25969;TV fra ISS Kloak & Indust;6;NULL;NULL
116892;vcs-cgm-180517_001;5;40;
150520;TVInspektion_ISS Kloak og;6;NULL;NULL
33984;TV fra ISS Kloak-& Indust;6;NULL;NULL
46387;TV fra ISS Kloak og Indus;6;NULL;NULL
13091;TV fra ISS Kloak-& Indust;6;NULL;NULL
14751;TV fra ISS Kloak-& Indust;6;NULL;NULL
21581;TV fra ISS Kloak & Indust;6;NULL;NULL
13068;TV fra ISS Kloak-& Indust;6;NULL;NULL
30380;TV fra ISS Kloak og Indus;6;NULL;NULL
141;UOPLYST (#13283#);0;NULL;NULL
7804;TV fra ISS Kloak-& Indust;6;NULL;NULL
85634;vcs-cgm-170926;5;40;NULL
32773;TV fra ISS Kloak og Indus;6;NULL;NULL
53171;SU_Hanson og Knudsen;5;NULL;NULL
20370;TV fra ISS Kloak-& Indust;6;NULL;NULL
185359;Geopartner (Nedstik)__001;5;NULL;NULL
35172;TV fra ISS Kloak-& Indust;6;NULL;NULL
42783;TV fra ISS Kloak og Indus;6;NULL;NULL
9009;TV fra ISS Kloak-& Indust;6;NULL;NULL
119308;vcs-cgm-180719_001;6;500;
15584;TV fra ISS Kloak-& Indust;6;NULL;NULL
187;VCS-CGM DIM(S);5;40;NULL
165339;"TVInspektion_Entreprenør ";6;NULL;NULL
164;LE34-2013-06-27;5;20;NULL
174144;vcs-lol-191125;5;40;
117702;vcs-cgm-171120-1;1;300;
31591;TV fra ISS Kloak-& Indust;6;NULL;NULL
20771;TV fra ISS Kloak-& Indust;6;NULL;NULL
15607;TV fra ISS Kloak-& Indust;6;NULL;NULL
10220;TV fra ISS Kloak-& Indust;6;NULL;NULL
118097;vcs-cgm-180731;5;40;
136912;Geopartner (Brøndrapp_002;5;NULL;NULL
57579;TV fra ISS Kloak og Indus;6;NULL;NULL
22786;TV fra ISS Kloak & Indust;6;NULL;NULL
2202;vcs-cgm XY(S);1;500;NULL
155329;vcs-cgm-190327;5;40;
38375;TV fra ISS Kloak og Indus;6;NULL;NULL
99680;Per Aarsleff A/S-4;1;500;
18;GRONTMIJ_UOPLYST;0;NULL;NULL
78432;TV-Per Aarsleff A/S_001;6;NULL;NULL
173743;vcs-cgm-191113;5;40;
32378;TV fra ISS Kloak-& Indust;6;NULL;NULL
34001;TV fra ISS Kloak-& Indust;6;NULL;NULL
57184;TV fra ISS Kloak og Indus;6;NULL;NULL
14734;TV fra ISS Kloak-& Indust;6;NULL;NULL
10214;TV fra ISS Kloak-& Indust;6;NULL;NULL
62826;TV fra ISS Kloak og Indus;6;NULL;NULL
15169;TV fra ISS Kloak-& Indust;6;NULL;NULL
61206;BR.RAP-ISS Kloak og Indus;7;NULL;NULL
63613;TV fra ISS Kloak og Indus;6;NULL;NULL
142116;Geopartner (Stikregistrer;8;NULL;NULL
41973;TV fra ISS Kloak og Indus;6;NULL;NULL
35581;TV fra ISS Kloak-& Indust;6;NULL;NULL
104884;LE34-2013-02-19_001;NULL;NULL;
63221;TV fra ISS Kloak og Indus;6;NULL;NULL
10652;TV fra ISS Kloak-& Indust;6;NULL;NULL
45571;TV fra ISS Kloak og Indus;6;NULL;NULL
178947;LIFA A/S 20190601;5;NULL;NULL
138913;vcs-cgm-181107;5;40;
26782;TV fra ISS Kloak og Indus;6;NULL;NULL
124;LE34-2012-12-14;5;20;NULL
13108;TV fra ISS Kloak & Indust;6;NULL;NULL
15567;TV fra ISS Kloak-& Indust;6;NULL;NULL
15166;TV fra ISS Kloak-& Indust;6;NULL;NULL
156935;TV-Entreprenør Rasmussen;0;NULL;NULL
84;TV-HADERSLEV SLAMSUGERSER;6;NULL;NULL
10234;TV fra ISS Kloak-& Indust;6;NULL;NULL
62809;TV fra ISS Kloak og Indus;6;NULL;NULL
124114;vcs-cgm-180914;5;NULL;NULL
148920;vcs-cgm-190118;5;40;
23181;TV fra ISS Kloak & Indust;6;NULL;NULL
26384;TV fra ISS Kloak og Indus;6;NULL;NULL
36772;TV fra ISS Kloak-& Indust;6;NULL;NULL
26785;TV fra ISS Kloak og Indus;6;NULL;NULL
28777;TV fra ISS Kloak-& Indust;6;NULL;NULL
89653;Faaborg-Midtfyn Entr.;5;NULL;NULL
96059;vcs-cgm-180130;5;40;
40373;TV fra ISS Kloak og Indus;6;NULL;NULL
13151;TV fra ISS Kloak & Indust;6;NULL;NULL
27758;TV fra ISS Kloak-& Indust;6;NULL;NULL
39975;TV fra ISS Kloak og Indus;6;NULL;NULL
59208;TV fra ISS Kloak og Indus;6;NULL;NULL
138512;vcs-cgm-181016;5;40;
54774;TV fra ISS Kloak og Indus;6;NULL;NULL
61;TROMSØPARKEN_DIGI;3;NULL;NULL
49172;TV fra ISS Kloak og Indus;6;NULL;NULL
57997;TV fra ISS Kloak og Indus;6;NULL;NULL
22783;TV fra ISS Kloak & Indust;6;NULL;NULL
183756;vcs-cgm-200203;5;NULL;NULL
184961;vcs-lol-200203;5;40;
9407;TV fra ISS Kloak-& Indust;6;NULL;NULL
68007;vcs-cgm_003;5;40;
57187;TV fra ISS Kloak og Indus;6;NULL;NULL
21973;TV fra ISS Kloak & Indust;6;NULL;NULL
163739;vcs-cgm-190906;5;40;
2603;vcs-cgm XY(A) DIM(A);5;40;NULL
15587;TV fra ISS Kloak-& Indust;6;NULL;NULL
41;1001;5;20;NULL
10240;TV fra ISS Kloak-& Indust;6;NULL;NULL
30386;TV fra ISS Kloak og Indus;6;NULL;NULL
14711;TV fra ISS Kloak-& Indust;6;NULL;NULL
92458;vcs-cgm-171207-1;1;1000;
57585;TV fra ISS Kloak og Indus;6;NULL;NULL
22371;TV fra ISS Kloak & Indust;6;NULL;NULL
27695;TV fra ISS Kloak-& Indust;6;NULL;NULL
65222;TV fra ISS Kloak og Indus;6;NULL;NULL
78833;20151001_Aarsleff Langeli;5;20;NULL
57599;TV fra ISS Kloak & Indust;6;NULL;NULL
59222;TV fra ISS Kloak og Indus;6;NULL;NULL
104;DAS5-20041103-5-0;5;NULL;NULL
33981;TV fra ISS Kloak-& Indust;6;NULL;NULL
13088;TV fra ISS Kloak-& Indust;6;NULL;NULL
14754;TV fra ISS Kloak-& Indust;6;NULL;NULL
179757;Geopartner (Beregnet);50;NULL;NULL
152123;vcs-cgm-190221-1;6;500;
42786;TV fra ISS Kloak og Indus;6;NULL;NULL
22769;TV fra ISS Kloak & Indust;6;NULL;NULL
16769;TV fra ISS Kloak Industri;6;NULL;NULL
16775;TV fra ISS Kloak Industri;6;NULL;NULL
25972;TV fra ISS Kloak & Indust;6;NULL;NULL
147;LE34-2013-04-22;5;20;NULL
168545;vcs-cgm-191016-1;6;40;
34771;TV fra ISS Kloak og Indus;6;NULL;NULL
13131;TV fra Sydjysk Kloak Indu;6;NULL;NULL
160138;vcs-cgm-190620-1;1;500;
7821;TV fra ISS Kloak-& Indust;6;NULL;NULL
65216;TV fra ISS Kloak og Indus;6;NULL;NULL
52773;TV fra ISS Kloak og Indus;6;NULL;NULL
190;TV-FKSSLAMSON A/S;0;NULL;NULL
15178;TV fra ISS Kloak-& Indust;6;NULL;NULL
10246;TV fra ISS Kloak-& Indust;6;NULL;NULL
50372;TV fra ISS Kloak og Indus;6;NULL;NULL
10223;TV fra ISS Kloak-& Indust;6;NULL;NULL
58006;TV fra ISS Kloak og Indus;6;NULL;NULL
13140;TV fra ISS Kloak og Indus;6;NULL;NULL
26370;TV fra ISS Kloak og Indus;6;NULL;NULL
90452;vcs-cgm-171218;5;40;
98063;vcs-cgm-180227;5;40;
41172;TV fra ISS Kloak og Indus;6;NULL;NULL
42377;TV fra ISS Kloak og Indus;6;NULL;NULL
20774;TV fra ISS Kloak-& Indust;6;NULL;NULL
46390;TV fra ISS Kloak og Indus;6;NULL;NULL
13094;TV fra ISS Kloak-& Indust;6;NULL;NULL
21584;TV fra ISS Kloak & Indust;6;NULL;NULL
27750;TV fra ISS Kloak-& Indust;6;NULL;NULL
178146;vcs-lol-191009-1;6;500;
13117;TV fra Sydjysk Kloak Indu;6;NULL;NULL
26771;TV fra ISS Kloak og Indus;6;NULL;NULL
7807;TV fra ISS Kloak-& Indust;6;NULL;NULL
189361;TVInspektion_HANS JØRGENS;6;NULL;NULL
26376;TV fra ISS Kloak og Indus;6;NULL;NULL
162139;vcs-cgm-190717;5;40;
113;LIFA A/S (#12290#);5;50;NULL
9018;TV fra ISS Kloak-& Indust;6;NULL;NULL
184558;vcs-cgm-200124;5;40;
192169;Geopartner (Nivellemen_01;8;NULL;NULL
38378;TV fra ISS Kloak og Indus;6;NULL;NULL
67;BEREGNET 22-04-2009;8;NULL;Koter beregnet fra Frede Ploogs data
118106;TV-Norva24 Kloak og I_001;0;NULL;NULL
126513;vcs-cgm-180907-1;5;40;
14723;TV fra ISS Kloak-& Indust;6;NULL;NULL
167741;vcs-cgm-190925_001;5;40;
63230;TV fra ISS Kloak og Indus;6;NULL;NULL
31594;TV fra ISS Kloak-& Indust;6;NULL;NULL
35971;TV fra ISS Kloak-& Indust;6;NULL;NULL
15573;TV fra ISS Kloak-& Indust;6;NULL;NULL
27;DIGITALISERET 2010-03-23;NULL;NULL;NULL
4604;TV-ISS Kloak & Industrise;0;NULL;NULL
192570;Geopartner (Nivellemen_02;5;NULL;NULL
67206;vcs-cgm_002;5;40;
21169;TV fra ISS Kloak & Indust;6;NULL;NULL
110884;vcs-cgm-180515;5;40;
56778;TV fra ISS Kloak og Indus;6;NULL;NULL
57173;TV fra ISS Kloak og Indus;6;NULL;NULL
1401;Per Aarsleff A/S;5;20;NULL
22795;TV fra ISS Kloak & Indust;6;NULL;NULL
173;LE34-2013-08-13;5;20;NULL
99274;vcs-cgm_001;5;40;
107;HVENEGAARD (BRØNDRAPPORT);7;NULL;NULL
65205;TV fra ISS Kloak og Indus;6;NULL;NULL
51972;TV fra ISS Kloak og Indus;6;NULL;NULL
14763;TV fra ISS Kloak-& Indust;6;NULL;NULL
31577;TV fra ISS Kloak-& Indust;6;NULL;NULL
37173;TV fra ISS Kloak og Indus;6;NULL;NULL
46376;TV fra ISS Kloak og Indus;6;NULL;NULL
21570;TV fra ISS Kloak & Indust;6;NULL;NULL
15570;TV fra ISS Kloak-& Indust;6;NULL;NULL
163742;GPS_2016_FKS;5;NULL;NULL
156;LE34-2013-04-18;5;20;NULL
9808;TV fra ISS Kloak-& Indust;6;NULL;NULL
120107;vcs-cgm-180628-1;6;500;
26788;TV fra ISS Kloak og Indus;6;NULL;NULL
28374;TV fra ISS Kloak-& Indust;6;NULL;NULL
130;LE34-2013-02-05;5;20;NULL
62812;TV fra ISS Kloak og Indus;6;NULL;NULL
139314;Per Aarsleff A/S (120116);5;20;NULL
38381;TV fra IBAK - Kiel;6;NULL;NULL
42795;TV fra ISS Kloak og Indus;6;NULL;NULL
13077;TV fra ISS Kloak-& Indust;6;NULL;NULL
14737;TV fra ISS Kloak-& Indust;6;NULL;NULL
16778;TV fra ISS Kloak Industri;6;NULL;NULL
30389;TV fra ISS Kloak og Indus;6;NULL;NULL
93257;Landinspektør_ny;5;NULL;NULL
63210;TV fra ISS Kloak og Indus;6;NULL;NULL
19171;TV fra ISS Kloak-& Indust;6;NULL;NULL
187761;vcs-cgm-200128;5;40;
63233;TV fra ISS Kloak og Indus;6;NULL;NULL
10658;TV fra ISS Kloak-& Indust;6;NULL;NULL
7810;TV fra ISS Kloak-& Indust;6;NULL;NULL
42775;TV fra ISS Kloak og Indus;6;NULL;NULL
14720;TV fra ISS Kloak-& Indust;6;NULL;NULL
87;LE34-2012-09-19;5;20;NULL
142517;Geopartner (Stikregis_001;8;NULL;NULL
14743;TV fra ISS Kloak-& Indust;6;NULL;NULL
25981;TV fra ISS Kloak & Indust;6;NULL;NULL
33990;TV fra ISS Kloak-& Indust;6;NULL;NULL
124913;vcs-cgm-180911;5;40;
57196;TV fra ISS Kloak og Indus;6;NULL;NULL
17568;TV fra ISS Kloak & Indust;6;NULL;NULL
166141;vcs-cgm-190918;5;40;
60007;TV fra N.C. Johansen & Sø;6;NULL;NULL
142915;vcs-cgm-181128;5;40;
57588;TV fra ISS Kloak og Indus;6;NULL;NULL
7;7;7;NULL;Oprindelsesdata ukendt kun kode angivet
19569;TV fra ISS Kloak-& Indust;6;NULL;NULL
122912;vcs-cgm-180906;5;40;
31975;TV fra ISS Kloak-& Indust;6;NULL;NULL
25975;TV fra ISS Kloak & Indust;6;NULL;NULL
193;D20131127VANDCENTER SYD;5;40;NULL
112484;vcs-cgm-180517;5;40;
49971;TV fra ISS Kloak og Indus;6;NULL;NULL
15590;TV fra ISS Kloak-& Indust;6;NULL;NULL
15596;TV fra ISS Kloak-& Indust;6;NULL;NULL
21982;TV fra ISS Kloak & Indust;6;NULL;NULL
150;LE34-2013-04-15;5;20;NULL
87641;vcs-cgm-171124_001;6;40;
40774;TV fra ISS Kloak og Indus;6;NULL;NULL
22380;TV fra ISS Kloak & Indust;6;NULL;NULL
182955;vcs-cgm-200205;5;40;
59609;TV fra ISS Kloak og Indus;6;NULL;NULL
22772;TV fra ISS Kloak & Indust;6;NULL;NULL
50;SKØNNET_;1;NULL;Skønnet af Frede Ploog
24;BR.RAP2010-NKI TV;7;NULL;NULL
35573;TV fra ISS Kloak-& Indust;6;NULL;NULL
23170;TV fra ISS Kloak & Indust;6;NULL;NULL
27747;TV fra ISS Kloak-& Indust;6;NULL;NULL
158939;vcs-cgm-190607;5;40;
47;DIGITALISERT 2011;3;NULL;NULL
42380;TV fra ISS Kloak og Indus;6;NULL;NULL
44372;TV fra ISS Kloak og Indus;6;NULL;NULL
8205;20140312Aarsleff;5;NULL;NULL
70;D20090225LIFA A/S LANDIN~;5;50;NULL
13137;TV fra ISS Kloak og Indus;6;NULL;NULL
22792;TV fra ISS Kloak & Indust;6;NULL;NULL
188963;vcs-cgm-200513;5;40;
117293;Kamco;0;NULL;NULL
56775;TV fra ISS Kloak og Indus;6;NULL;NULL
93;LANDINSPEKTØR;5;NULL;NULL
13114;TV fra ISS Kloak & Indust;6;NULL;NULL
9015;TV fra ISS Kloak-& Indust;6;NULL;NULL
15181;TV fra ISS Kloak-& Indust;6;NULL;NULL
170941;vcs-cgm-191024;5;40;
14302;TV fra ISS Kloak & Indust;6;NULL;NULL
151322;vcs-cgm-190219;5;40;
26373;TV fra ISS Kloak og Indus;6;NULL;NULL
10243;TV fra ISS Kloak-& Indust;6;NULL;NULL
63605;TV fra ISS Kloak og Indus;6;NULL;NULL
54777;TV fra ISS Kloak og Indus;6;NULL;NULL
13120;TV fra Sydjysk Kloak Indu;6;NULL;NULL
30;LE34-2012-06-25;5;20;NULL
4607;TV-Sydjysk Kloak Industri;0;NULL;NULL
123313;vcs-cgm-180831;5;40;
13097;TV fra ISS Kloak-& Indust;6;NULL;NULL
160937;vcs-cgm-190612_001;5;40;
39171;Geopartner (Stikrapport);8;NULL;NULL
93658;vcs-cgm-170717;5;40;NULL
42374;TV fra ISS Kloak og Indus;6;NULL;NULL
15576;TV fra ISS Kloak-& Indust;6;NULL;NULL
164140;GPS_2017_FKSS-etape9;5;NULL;NULL
130512;TV-FKSSlamson A/S_002;6;NULL;NULL
15968;TV fra ISS Kloak Industri;6;NULL;NULL
17969;TV fra ISS Kloak-& Indust;6;NULL;NULL
10249;TV fra ISS Kloak-& Indust;6;NULL;NULL
144515;Geopartner (Stikrappo_001;8;NULL;NULL
61607;TV fra ISS Kloak og Indus;6;NULL;NULL
15175;TV fra ISS Kloak-& Indust;6;NULL;NULL
170;LE34-2013-07-19;5;20;NULL
176;LE34-2013-09-03;5;20;NULL
31597;TV fra ISS Kloak-& Indust;6;NULL;NULL
63227;TV fra ISS Kloak og Indus;6;NULL;NULL
20777;TV fra ISS Kloak-& Indust;6;NULL;NULL
9811;TV fra ISS Kloak-& Indust;6;NULL;NULL
58009;TV fra ISS Kloak og Indus;6;NULL;NULL
57176;TV fra ISS Kloak og Indus;6;NULL;NULL
30372;TV fra ISS Kloak og Indus;6;NULL;NULL
48371;TV fra ISS Kloak og Indus;6;NULL;NULL
56781;TV fra ISS Kloak og Indus;6;NULL;NULL
29977;TV fra ISS Kloak og Indus;6;NULL;NULL
176145;Spotland;5;NULL;NULL
93260;Sweco_skønnet;1;NULL;NULL
184160;TV-FKSSLAMSON A/S_003;NULL;NULL;NULL
15593;TV fra ISS Kloak-& Indust;6;NULL;NULL
19174;TV fra ISS Kloak-& Indust;6;NULL;NULL
80834;Entreprenørfirmaet Oller~;5;40;
14740;TV fra ISS Kloak-& Indust;6;NULL;NULL
153;LE34-2013-06-06;5;20;NULL
7813;TV fra ISS Kloak-& Indust;6;NULL;NULL
40777;TV fra ISS Kloak og Indus;6;NULL;NULL
42772;TV fra ISS Kloak og Indus;6;NULL;NULL
46373;TV fra ISS Kloak og Indus;6;NULL;NULL
110;LE34-2012-10-19;5;20;NULL
169341;vcs-cgm-180924;5;40;
65208;TV fra ISS Kloak og Indus;6;NULL;NULL
33993;TV fra ISS Kloak-& Indust;6;NULL;NULL
13100;TV fra Sydjysk Kloak Indu;6;NULL;NULL
10;88;5;NULL;Opmålt af Frands
133;LE34-2013-02-13;5;20;NULL
84037;BR.RAP-Norva24 Kloak & In;7;NULL;NULL
16781;TV fra ISS Kloak Industri;6;NULL;NULL
25978;TV fra ISS Kloak & Indust;6;NULL;NULL
62005;TV fra ISS Kloak og Indus;6;NULL;NULL
14717;TV fra ISS Kloak-& Indust;6;NULL;NULL
26791;TV fra ISS Kloak og Indus;6;NULL;NULL
33973;TV fra ISS Kloak-& Indust;6;NULL;NULL
10661;TV fra ISS Kloak-& Indust;6;NULL;NULL
27973;TV fra ISS Kloak-& Indust;6;NULL;NULL
196;OPMÅLING ENTREPRENØRFORMA;8;NULL;NULL
190569;TC Anlæg (GPS);5;NULL;NULL
146115;vcs-cgm-181218;5;40;
63207;TV fra ISS Kloak og Indus;6;NULL;NULL
21587;TV fra ISS Kloak & Indust;6;NULL;NULL
90;D20080814LIFA A/S LANDIN~;5;50;NULL
19572;TV fra ISS Kloak-& Indust;6;NULL;NULL
62815;TV fra ISS Kloak og Indus;6;NULL;NULL
13074;TV fra ISS Kloak-& Indust;6;NULL;NULL
10226;TV fra ISS Kloak-& Indust;6;NULL;NULL
193772;vcs-cgm-200708;5;40;
28371;TV fra ISS Kloak-& Indust;6;NULL;NULL
128113;vcs-cgm-181008-1;1;40;
57193;TV fra ISS Kloak og Indus;6;NULL;NULL
154130;vcs-cgm-190124-1;6;40;
21979;TV fra ISS Kloak & Indust;6;NULL;NULL
33987;TV fra ISS Kloak-& Indust;6;NULL;NULL
59214;TV fra ISS Kloak og Indus;6;NULL;NULL
14760;TV fra ISS Kloak-& Indust;6;NULL;NULL
27744;TV fra ISS Kloak-& Indust;6;NULL;NULL
31574;TV fra ISS Kloak-& Indust;6;NULL;NULL
31580;TV fra ISS Kloak-& Indust;6;NULL;NULL
4;4;4;NULL;Oprindelsesdata ukendt kun kode angivet
174943;vcs-cgm-191122_001;5;40;
119706;Per Aarsleff A/S_004;5;20;NULL
31972;TV fra ISS Kloak-& Indust;6;NULL;NULL
59606;TV fra ISS Kloak og Indus;6;NULL;NULL
42792;TV fra ISS Kloak og Indus;6;NULL;NULL
22775;TV fra ISS Kloak & Indust;6;NULL;NULL
98464;vcs-cgm-180101;5;40;
109284;TV-Norva24 Kloak & In_001;0;NULL;NULL
46771;TV fra ISS Kloak og Indus;6;NULL;NULL
57591;TV fra ISS Kloak og Indus;6;NULL;NULL
22377;TV fra ISS Kloak & Indust;6;NULL;NULL
21985;TV fra ISS Kloak & Indust;6;NULL;NULL
119;LE34-2012-12-05;5;20;NULL
99675;vcs-cgm_014;5;40;
59217;TV fra ISS Kloak og Indus;6;NULL;NULL
164939;GPS_2017_FKS_001;5;NULL;NULL
96;DAS5-20050505-5-0;5;NULL;NULL
62821;TV fra ISS Kloak og Indus;6;NULL;NULL
14752;TV fra ISS Kloak-& Indust;6;NULL;NULL
50773;TV fra ISS Kloak og Indus;6;NULL;NULL
57179;TV fra ISS Kloak og Indus;6;NULL;NULL
42784;TV fra ISS Kloak og Indus;6;NULL;NULL
22386;TV fra ISS Kloak & Indust;6;NULL;NULL
142;KORINTH ENTREPRENØRFIRMA;5;NULL;NULL
1802;Geopartner (GPS);5;NULL;NULL
78427;vcs-cgm_007;5;40;
32774;TV fra ISS Kloak og Indus;6;NULL;NULL
154929;vcs-cgm-190318;6;500;
2203;vcs-cgm XY(A);50;500;NULL
31586;TV fra ISS Kloak-& Indust;6;NULL;NULL
35576;TV fra ISS Kloak-& Indust;6;NULL;NULL
150120;vcs-cgm-181016_003;5;40;
15602;TV fra ISS Kloak-& Indust;6;NULL;NULL
23173;TV fra ISS Kloak & Indust;6;NULL;NULL
63608;TV fra ISS Kloak og Indus;6;NULL;NULL
141315;vcs-cgm-181113;5;40;
98865;vcs-cgm-180130_001;5;40;
59618;TV fra ISS Kloak og Indus;6;NULL;NULL
184959;LANDINSPEKTØR_001;5;NULL;NULL
102878;vcs-cgm_022;5;40;
32373;TV fra ISS Kloak-& Indust;6;NULL;NULL
42778;TV fra ISS Kloak og Indus;6;NULL;NULL
5005;TV fra ISS Kloak-& Indust;6;NULL;NULL
79638;GPS_2009/01/14_001;NULL;NULL;NULL
42383;TV fra ISS Kloak og Indus;6;NULL;NULL
57580;TV fra ISS Kloak og Indus;6;NULL;NULL
15579;TV fra ISS Kloak-& Indust;6;NULL;NULL
159337;vcs-cgm-190124-1_001;1;500;
14769;TV fra ISS Kloak-& Indust;6;NULL;NULL
80033;vcs-cgm_008;5;40;
39575;TV fra ISS Kloak og Indus;6;NULL;NULL
15184;TV fra ISS Kloak-& Indust;6;NULL;NULL
27172;TV fra ISS Kloak og Indus;6;NULL;NULL
10252;TV fra ISS Kloak-& Indust;6;NULL;NULL
10215;TV fra ISS Kloak-& Indust;6;NULL;NULL
45171;TV fra ISS Kloak Industri;6;NULL;NULL
21576;TV fra ISS Kloak & Indust;6;NULL;NULL
173744;vcs-cgm-191113_001;5;40;
79;FOLEHAVEN;3;NULL;NULL
13063;TV fra ISS Kloak-& Indust;6;NULL;NULL
17972;TV fra ISS Kloak-& Indust;6;NULL;NULL
23969;BR.RAP2010-ISS Kloak-& In;7;NULL;NULL
30375;TV fra ISS Kloak og Indus;6;NULL;NULL
67607;TV-FKSSlamson A/S_001;0;NULL;NULL
57574;TV fra ISS Kloak og Indus;6;NULL;NULL
181750;Geopartner (Totalstati_01;5;NULL;NULL
127312;nedstik driften;8;NULL;NULL
97259;LIFA A/S_004_001;NULL;NULL;
45572;TV fra ISS Kloak og Indus;6;NULL;NULL
63614;TV fra ISS Kloak og Indus;6;NULL;NULL
26777;TV fra ISS Kloak og Indus;6;NULL;NULL
29980;TV fra ISS Kloak og Indus;6;NULL;NULL
73;LE34-2012-10-04;5;20;NULL
7404;TV fra ISS Kloak-& Indust;6;NULL;NULL
9814;TV fra ISS Kloak-& Indust;6;NULL;NULL
58012;TV fra ISS Kloak og Indus;6;NULL;NULL
10647;TV fra ISS Kloak-& Indust;6;NULL;NULL
14729;TV fra ISS Kloak-& Indust;6;NULL;NULL
54371;TV fra ISS Kloak og Indus;6;NULL;NULL
13501;TV fra ISS Kloak og Indus;6;NULL;NULL
20780;TV fra ISS Kloak-& Indust;6;NULL;NULL
36;NEDSTIK NORDFYNS KOMMUNE;8;NULL;Målt af Frede Ploug
194571;vcs-jne-15-05-2020;5;NULL;NULL
156532;vcs-cgm-190327_001;5;40;
33996;TV fra ISS Kloak-& Indust;6;NULL;NULL
13103;TV fra Sydjysk Kloak Indu;6;NULL;NULL
