ID,time,lat,latDir,lon,lonDir,fix,nSat,altitude,unit,height (datum),unit,DGPSRefID?,checksum,note,typename,sub category
280,132738.85,55.36931359,N,10.43225829,E,4,7,22.019,M,39.415,M,1.9,0024*72,,Downspout Grille,
281,132802.4,55.36930634,N,10.43209932,E,4,7,23.291,M,39.415,M,1.4,0024*72,,Light Fixture,
282,132823.45,55.3692994,N,10.43195003,E,4,8,21.759,M,39.415,M,1.5,0024*7A,,Downspout Grille,
283,132841.55,55.36929388,N,10.43180189,E,4,11,23.118,M,39.415,M,1.5,0024*7B,,Light Fixture,
284,132903.85,55.36928699,N,10.43164595,E,4,9,21.788,M,39.415,M,0.9,0024*71,,Downspout Grille,
285,132926.35,55.36928127,N,10.43149988,E,4,9,23.22,M,39.415,M,1.4,0024*7C,,Light Fixture,
286,132946.55,55.3692747,N,10.43134044,E,4,7,21.751,M,39.415,M,1.5,0024*70,,Downspout Grille,
287,133021.5,55.36926917,N,10.43119884,E,4,9,22.893,M,39.415,M,1.5,0024*75,,Light Fixture,
288,133046.45,55.36910846,N,10.43121639,E,4,7,23.011,M,39.415,M,1.5,0024*77,,Light Fixture,
289,133103.05,55.36917579,N,10.43128873,E,4,8,22.783,M,39.415,M,2,0024*7A,,Tree,Removed
290,133114.6,55.36917793,N,10.43136882,E,4,8,23.146,M,39.415,M,1.6,0024*76,,Tree,
291,133145.3,55.36918329,N,10.43144634,E,4,11,22.995,M,39.415,M,1.3,0024*76,,Tree,Removed
292,133157.25,55.36918554,N,10.43152441,E,4,8,23.37,M,39.415,M,2.3,0024*77,,Tree,
293,133212.9,55.36918905,N,10.4316054,E,4,9,23.424,M,39.415,M,0.9,0024*7A,,Tree,
294,133226.75,55.36919189,N,10.43168339,E,4,9,23.455,M,39.415,M,1.8,0024*71,,Tree,
295,133245.6,55.36919634,N,10.43176232,E,4,10,22.737,M,39.415,M,1.6,0024*7C,,Tree,Removed
296,133259.2,55.36920089,N,10.43185605,E,4,10,23.154,M,39.415,M,1.2,0024*7E,,Tree,
297,133318.95,55.36920292,N,10.43193239,E,4,13,23.476,M,39.415,M,0.9,0024*70,,Tree,
298,133337.5,55.36920712,N,10.43201385,E,4,11,23.5,M,39.415,M,1.5,0024*71,,Tree,
299,133350.45,55.36920947,N,10.43208943,E,4,9,23.532,M,39.415,M,1.5,0024*71,,Tree,
300,133403.9,55.36921311,N,10.43216886,E,4,10,23.444,M,39.415,M,0.9,0024*78,,Tree,
301,133427.65,55.36921824,N,10.43224726,E,4,9,23.442,M,39.415,M,1.6,0024*74,,Tree,
303,133714.6,55.36909105,N,10.43043417,E,5,6,28.324,M,39.415,M,1.6,0024*78,,Light Fixture,
304,133825.75,55.36891623,N,10.43066147,E,5,7,26.247,M,39.415,M,1.8,0024*73,,Tree,Collection of Trees
305,134114.2,55.36865071,N,10.43043102,E,4,7,23.519,M,39.415,M,1.2,0024*7F,,Building Corner,
308,134241.2,55.3684333,N,10.43028406,E,4,6,23.703,M,39.415,M,1.2,0024*75,,Building Corner,
309,134418,55.36770568,N,10.43055226,E,4,7,23.249,M,39.415,M,1,0024*7C,,Building Corner,
